Product_Name,Sub_Fund_Name,Issuer,Auth_Date,Doc,Deriv_Fund,Product_ID,Sub_Fund_ID,doc_url,doc,name,fund_type,id,subscription,switching,redemption,management,trustee,performance,admin,file_id,freq
Momentum Global Funds (AZR711),Harmony Portfolios Sterling Growth Fund (AZR717),FundRock Management Company S.A.,5/4/2013,Offering Documents,No,AZR711,AZR717,https://apps.sfc.hk/productlistWeb/searchProduct/getDocListNoDate.do?lang=EN&ceref=AZR717&docType=OD,1.0,harmony portfolios sterling growth fund,stock,AZR717,0,0,0,0.05%,0,0,0.04%,AZR717,daily
Momentum Global Funds (AZR711),Harmony Portfolios US Dollar Balanced Fund (AZR718),FundRock Management Company S.A.,5/4/2013,Offering Documents,No,AZR711,AZR718,https://apps.sfc.hk/productlistWeb/searchProduct/getDocListNoDate.do?lang=EN&ceref=AZR718&docType=OD,1.0,harmony portfolios us dollar balanced fund,other,AZR718,0,0,0,0.05%,0,0,0.04%,AZR718,daily
Momentum Global Funds (AZR711),Harmony Portfolios US Dollar Growth Fund (AZR719),FundRock Management Company S.A.,5/4/2013,Offering Documents,No,AZR711,AZR719,https://apps.sfc.hk/productlistWeb/searchProduct/getDocListNoDate.do?lang=EN&ceref=AZR719&docType=OD,1.0,harmony portfolios us dollar growth fund,stock,AZR719,0,0,0,0.05%,0,0,0.04%,AZR719,daily
BNP Paribas Funds (AEK802),BNP Paribas Funds China Equity (BAC415),BNP Paribas ASSET MANAGEMENT Luxembourg,28/3/2013,Offering Documents,No,AEK802,BAC415,https://apps.sfc.hk/productlistWeb/searchProduct/getDocListNoDate.do?lang=EN&ceref=BAC415&docType=OD,1.0,bnp paribas funds china equity,stock,BAC415,3%,1.5%,0,1.75%,0,0,0.40%,BAC415,daily
BNP Paribas Funds (AEK802),BNP Paribas Funds Consumer Innovators (BAC420),BNP Paribas ASSET MANAGEMENT Luxembourg,28/3/2013,Offering Documents,No,AEK802,BAC420,https://apps.sfc.hk/productlistWeb/searchProduct/getDocListNoDate.do?lang=EN&ceref=BAC420&docType=OD,1.0,bnp paribas funds consumer innovators,other,BAC420,3%,1.5%,0,1.50%,0,0,0.40%,BAC420,daily
BNP Paribas Funds (AEK802),BNP Paribas Funds Disruptive Technology (BAE346),BNP Paribas ASSET MANAGEMENT Luxembourg,28/3/2013,Offering Documents,No,AEK802,BAE346,https://apps.sfc.hk/productlistWeb/searchProduct/getDocListNoDate.do?lang=EN&ceref=BAE346&docType=OD,1.0,bnp paribas funds disruptive technology,other,BAE346,3%,1.5%,0,1.50%,0,0,0.40%,BAE346,daily
BNP Paribas Funds (AEK802),BNP Paribas Funds Emerging Bond Opportunities (BAC408),BNP Paribas ASSET MANAGEMENT Luxembourg,28/3/2013,Offering Documents,No,AEK802,BAC408,https://apps.sfc.hk/productlistWeb/searchProduct/getDocListNoDate.do?lang=EN&ceref=BAC408&docType=OD,1.0,bnp paribas funds emerging bond opportunities,bond,BAC408,3%,1.5%,0,1.50%,0,0,0.30%,BAC408,daily
BNP Paribas Funds (AEK802),BNP Paribas Funds Emerging Equity (BAE342),BNP Paribas ASSET MANAGEMENT Luxembourg,28/3/2013,Offering Documents,No,AEK802,BAE342,https://apps.sfc.hk/productlistWeb/searchProduct/getDocListNoDate.do?lang=EN&ceref=BAE342&docType=OD,1.0,bnp paribas funds emerging equity,stock,BAE342,3%,1.5%,0,1.75%,0,0,0.40%,BAE342,daily
BNP Paribas Funds (AEK802),BNP Paribas Funds Energy Transition (BAC421),BNP Paribas ASSET MANAGEMENT Luxembourg,28/3/2013,Offering Documents,No,AEK802,BAC421,https://apps.sfc.hk/productlistWeb/searchProduct/getDocListNoDate.do?lang=EN&ceref=BAC421&docType=OD,1.0,bnp paribas funds energy transition,other,BAC421,3%,1.5%,0,1.50%,0,0,0.40%,BAC421,daily
BNP Paribas Funds (AEK802),BNP Paribas Funds Europe Emerging Equity (BAC416),BNP Paribas ASSET MANAGEMENT Luxembourg,28/3/2013,Offering Documents,No,AEK802,BAC416,https://apps.sfc.hk/productlistWeb/searchProduct/getDocListNoDate.do?lang=EN&ceref=BAC416&docType=OD,1.0,bnp paribas funds europe emerging equity,stock,BAC416,3%,1.5%,0,1.75%,0,0,0.40%,BAC416,daily
BNP Paribas Funds (AEK802),BNP Paribas Funds Europe Equity (BAC414),BNP Paribas ASSET MANAGEMENT Luxembourg,28/3/2013,Offering Documents,No,AEK802,BAC414,https://apps.sfc.hk/productlistWeb/searchProduct/getDocListNoDate.do?lang=EN&ceref=BAC414&docType=OD,1.0,bnp paribas funds europe equity,stock,BAC414,3%,1.5%,0,1.50%,0,0,0.40%,BAC414,daily
BNP Paribas Funds (AEK802),BNP Paribas Funds Europe Growth (BAE337),BNP Paribas ASSET MANAGEMENT Luxembourg,28/3/2013,Offering Documents,No,AEK802,BAE337,https://apps.sfc.hk/productlistWeb/searchProduct/getDocListNoDate.do?lang=EN&ceref=BAE337&docType=OD,1.0,bnp paribas funds europe growth,stock,BAE337,3%,1.5%,0,1.50%,0,0,0.40%,BAE337,daily
BNP Paribas Funds (AEK802),BNP Paribas Funds Global Convertible (BAE336),BNP Paribas ASSET MANAGEMENT Luxembourg,28/3/2013,Offering Documents,No,AEK802,BAE336,https://apps.sfc.hk/productlistWeb/searchProduct/getDocListNoDate.do?lang=EN&ceref=BAE336&docType=OD,1.0,bnp paribas funds global convertible,other,BAE336,0,0,0,0,0,0,0,BAE336,daily
BNP Paribas Funds (AEK802),BNP Paribas Funds Global High Yield Bond (BAE335),BNP Paribas ASSET MANAGEMENT Luxembourg,28/3/2013,Offering Documents,No,AEK802,BAE335,https://apps.sfc.hk/productlistWeb/searchProduct/getDocListNoDate.do?lang=EN&ceref=BAE335&docType=OD,1.0,bnp paribas funds global high yield bond,bond,BAE335,3%,1.5%,0,1.20%,0,0,0.30%,BAE335,daily
BNP Paribas Funds (AEK802),BNP Paribas Funds Green Tigers (BAC412),BNP Paribas ASSET MANAGEMENT Luxembourg,28/3/2013,Offering Documents,No,AEK802,BAC412,https://apps.sfc.hk/productlistWeb/searchProduct/getDocListNoDate.do?lang=EN&ceref=BAC412&docType=OD,1.0,bnp paribas funds green tigers,other,BAC412,3%,1.5%,0,1.75%,0,0,0.40%,BAC412,daily
BNP Paribas Funds (AEK802),BNP Paribas Funds Health Care Innovators (BAE344),BNP Paribas ASSET MANAGEMENT Luxembourg,28/3/2013,Offering Documents,No,AEK802,BAE344,https://apps.sfc.hk/productlistWeb/searchProduct/getDocListNoDate.do?lang=EN&ceref=BAE344&docType=OD,1.0,bnp paribas funds health care innovators,other,BAE344,3%,1.5%,0,1.50%,0,0,0.40%,BAE344,daily
BNP Paribas Funds (AEK802),BNP Paribas Funds India Equity (BAE340),BNP Paribas ASSET MANAGEMENT Luxembourg,28/3/2013,Offering Documents,No,AEK802,BAE340,https://apps.sfc.hk/productlistWeb/searchProduct/getDocListNoDate.do?lang=EN&ceref=BAE340&docType=OD,1.0,bnp paribas funds india equity,stock,BAE340,3%,1.5%,0,1.75%,0,0,0.40%,BAE340,daily
BNP Paribas Funds (AEK802),BNP Paribas Funds Local Emerging Bond (BAE334),BNP Paribas ASSET MANAGEMENT Luxembourg,28/3/2013,Offering Documents,No,AEK802,BAE334,https://apps.sfc.hk/productlistWeb/searchProduct/getDocListNoDate.do?lang=EN&ceref=BAE334&docType=OD,1.0,bnp paribas funds local emerging bond,bond,BAE334,3%,1.5%,0,1.40%,0,0,0.30%,BAE334,daily
BNP Paribas Funds (AEK802),BNP Paribas Funds Russia Equity (BAC417),BNP Paribas ASSET MANAGEMENT Luxembourg,28/3/2013,Offering Documents,No,AEK802,BAC417,https://apps.sfc.hk/productlistWeb/searchProduct/getDocListNoDate.do?lang=EN&ceref=BAC417&docType=OD,1.0,bnp paribas funds russia equity,stock,BAC417,3%,1.5%,0,1.75%,0,0,0.40%,BAC417,daily
BNP Paribas Funds (AEK802),BNP Paribas Funds Sustainable Asia ex-Japan Equity (BAC413),BNP Paribas ASSET MANAGEMENT Luxembourg,28/3/2013,Offering Documents,No,AEK802,BAC413,https://apps.sfc.hk/productlistWeb/searchProduct/getDocListNoDate.do?lang=EN&ceref=BAC413&docType=OD,1.0,bnp paribas funds sustainable asia ex-japan equity,stock,BAC413,3%,1.5%,0,1.50%,0,0,0.40%,BAC413,daily
BNP Paribas Funds (AEK802),BNP Paribas Funds Sustainable Asian Cities Bond (BAC407),BNP Paribas ASSET MANAGEMENT Luxembourg,28/3/2013,Offering Documents,No,AEK802,BAC407,https://apps.sfc.hk/productlistWeb/searchProduct/getDocListNoDate.do?lang=EN&ceref=BAC407&docType=OD,1.0,bnp paribas funds sustainable asian cities bond,bond,BAC407,3%,1.5%,0,0.90%,0,0,0.30%,BAC407,daily
BNP Paribas Funds (AEK802),BNP Paribas Funds Sustainable Global Low Vol Equity (BAC419),BNP Paribas ASSET MANAGEMENT Luxembourg,28/3/2013,Offering Documents,No,AEK802,BAC419,https://apps.sfc.hk/productlistWeb/searchProduct/getDocListNoDate.do?lang=EN&ceref=BAC419&docType=OD,1.0,bnp paribas funds sustainable global low vol equity,stock,BAC419,3%,1.5%,0,1.50%,0,0,0.40%,BAC419,daily
BNP Paribas Funds (AEK802),BNP Paribas Funds US Growth (BAC418),BNP Paribas ASSET MANAGEMENT Luxembourg,28/3/2013,Offering Documents,No,AEK802,BAC418,https://apps.sfc.hk/productlistWeb/searchProduct/getDocListNoDate.do?lang=EN&ceref=BAC418&docType=OD,1.0,bnp paribas funds us growth,stock,BAC418,3%,1.5%,0,1.50%,0,0,0.40%,BAC418,daily
Franklin Templeton Investment Funds (ACG318),Franklin Global Convertible Securities Fund (AZH247),Franklin Templeton International Services S.a.r.l.,20/3/2013,Offering Documents,No,ACG318,AZH247,https://apps.sfc.hk/productlistWeb/searchProduct/getDocListNoDate.do?lang=EN&ceref=AZH247&docType=OD,1.0,franklin global convertible securities fund,other,AZH247,5.00%,1.00%,0,1.25%,0,0,0,AZH247,daily
BlackRock Global Funds (AAR239),Global Multi-Asset Income Fund (AZO659),BlackRock (Luxembourg) S.A.,15/3/2013,Offering Documents,No,AAR239,AZO659,https://apps.sfc.hk/productlistWeb/searchProduct/getDocListNoDate.do?lang=EN&ceref=AZO659&docType=OD,1.0,global multi-asset income fund,bond,AZO659,5%,0,0,1.50%,0,0,0,AZO659,daily
AB SICAV I (ANP585),Asia Pacific Local Currency Debt Portfolio (AZT298),AllianceBernstein (Luxembourg) S.a.r.l.,28/2/2013,Offering Documents,No,ANP585,AZT298,https://apps.sfc.hk/productlistWeb/searchProduct/getDocListNoDate.do?lang=EN&ceref=AZT298&docType=OD,1.0,asia pacific local currency debt portfolio,bond,AZT298,5%,0,0,1.20%,0,0,1.00%,AZT298,daily
AB SICAV I (ANP585),Emerging Market Corporate Debt Portfolio (AZT301),AllianceBernstein (Luxembourg) S.a.r.l.,28/2/2013,Offering Documents,No,ANP585,AZT301,https://apps.sfc.hk/productlistWeb/searchProduct/getDocListNoDate.do?lang=EN&ceref=AZT301&docType=OD,1.0,emerging market corporate debt portfolio,bond,AZT301,5%,0,0,1.30%,0,0,1.00%,AZT301,daily
AB SICAV I (ANP585),Emerging Market Local Currency Debt Portfolio (AZT302),AllianceBernstein (Luxembourg) S.a.r.l.,28/2/2013,Offering Documents,Yes,ANP585,AZT302,https://apps.sfc.hk/productlistWeb/searchProduct/getDocListNoDate.do?lang=EN&ceref=AZT302&docType=OD,1.0,emerging market local currency debt portfolio,bond,AZT302,5%,0,0,1.30%,0,0,1.00%,AZT302,daily
AB SICAV I (ANP585),Emerging Markets Multi-Asset Portfolio (AZT300),AllianceBernstein (Luxembourg) S.a.r.l.,28/2/2013,Offering Documents,No,ANP585,AZT300,https://apps.sfc.hk/productlistWeb/searchProduct/getDocListNoDate.do?lang=EN&ceref=AZT300&docType=OD,1.0,emerging markets multi-asset portfolio,other,AZT300,5%,0,0,1.60%,0,0,1.00%,AZT300,daily
AB SICAV I (ANP585),Global Plus Fixed Income Portfolio (AZT299),AllianceBernstein (Luxembourg) S.a.r.l.,28/2/2013,Offering Documents,No,ANP585,AZT299,https://apps.sfc.hk/productlistWeb/searchProduct/getDocListNoDate.do?lang=EN&ceref=AZT299&docType=OD,1.0,global plus fixed income portfolio,bond,AZT299,5%,0,0,1.10%,0,0,1.00%,AZT299,daily
AB SICAV I (ANP585),Select US Equity Portfolio (AZT297),AllianceBernstein (Luxembourg) S.a.r.l.,28/2/2013,Offering Documents,No,ANP585,AZT297,https://apps.sfc.hk/productlistWeb/searchProduct/getDocListNoDate.do?lang=EN&ceref=AZT297&docType=OD,1.0,select us equity portfolio,stock,AZT297,5%,0,0,1.80%,0,0,1.00%,AZT297,daily
AB SICAV I (ANP585),Short Duration High Yield Portfolio (AZT295),AllianceBernstein (Luxembourg) S.a.r.l.,28/2/2013,Offering Documents,No,ANP585,AZT295,https://apps.sfc.hk/productlistWeb/searchProduct/getDocListNoDate.do?lang=EN&ceref=AZT295&docType=OD,1.0,short duration high yield portfolio,bond,AZT295,5%,0,0,1.10%,0,0,1.00%,AZT295,daily
Schroder International Selection Fund (AEU509),Global Multi-Asset Income (BAH324),Schroder Investment Management (Europe) S.A.,21/2/2013,Offering Documents,No,AEU509,BAH324,https://apps.sfc.hk/productlistWeb/searchProduct/getDocListNoDate.do?lang=EN&ceref=BAH324&docType=OD,1.0,global multi-asset income,bond,BAH324,5.00%,1.00%,0,1.25%,0,0,0.25%,BAH324,daily
BOCHK Wealth Creation Series (AYX421),BOCHK All Weather China High Yield Bond Fund (BAO327),BOCHK Asset Management Limited,7/2/2013,Offering Documents,No,AYX421,BAO327,https://apps.sfc.hk/productlistWeb/searchProduct/getDocListNoDate.do?lang=EN&ceref=BAO327&docType=OD,1.0,bochk all weather china high yield bond fund,bond,BAO327,5.25%,5.25%,0,1.25%,0.125%,0,0,BAO327,daily
Harvest Funds Series (Hong Kong) (AZH018),Asia Frontier Equity Fund (AZH019),Harvest Global Investments Limited,5/2/2013,Offering Documents,No,AZH018,AZH019,https://apps.sfc.hk/productlistWeb/searchProduct/getDocListNoDate.do?lang=EN&ceref=AZH019&docType=OD,1.0,asia frontier equity fund,stock,AZH019,5%,1%,5%,1.75%,0.045%,0,0.0375%,AZH019,daily
Harvest Funds Series (Hong Kong) (AZH018),China Equity Fund (AZH020),Harvest Global Investments Limited,5/2/2013,Offering Documents,No,AZH018,AZH020,https://apps.sfc.hk/productlistWeb/searchProduct/getDocListNoDate.do?lang=EN&ceref=AZH020&docType=OD,1.0,china equity fund,stock,AZH020,5%,1%,5%,1.5%,0.045%,0,0.0375%,AZH020,daily
Allianz Global Investors Choice Fund (AFH733),Allianz Choice RMB Money Market Fund (AZO362),Allianz Global Investors Asia Pacific Limited,29/1/2013,Offering Documents,No,AFH733,AZO362,https://apps.sfc.hk/productlistWeb/searchProduct/getDocListNoDate.do?lang=EN&ceref=AZO362&docType=OD,1.0,allianz choice rmb money market fund,other,AZO362,5%,5%,2%,0.25%,0.07%,0.45%,0.25%,AZO362,daily
HSBC Global Investment Funds (AAU032),HSBC Global Investment Funds - Managed Solutions - Asia Focused Conservative (BAI480),HSBC Investment Funds (Luxembourg) S.A.,24/1/2013,Offering Documents,No,AAU032,BAI480,https://apps.sfc.hk/productlistWeb/searchProduct/getDocListNoDate.do?lang=EN&ceref=BAI480&docType=OD,1.0,hsbc global investment funds - managed solutions - asia focused conservative,other,BAI480,0,0,0,0,0,0,0,BAI480,daily
Allianz Global Investors Fund (AOY394),Allianz HKD Income (AZN102),Allianz Global Investors GmbH,28/12/2012,Offering Documents,No,AOY394,AZN102,https://apps.sfc.hk/productlistWeb/searchProduct/getDocListNoDate.do?lang=EN&ceref=AZN102&docType=OD,1.0,allianz hkd income,bond,AZN102,5%,5%,0,1.00%,0,0,0,AZN102,daily
Allianz Global Investors Fund (AOY394),Allianz Income and Growth (AZN103),Allianz Global Investors GmbH,28/12/2012,Offering Documents,No,AOY394,AZN103,https://apps.sfc.hk/productlistWeb/searchProduct/getDocListNoDate.do?lang=EN&ceref=AZN103&docType=OD,1.0,allianz income and growth,bond,AZN103,5%,5%,0,1.50%,0,0,0,AZN103,daily
HSBC Global Investment Funds (AAU032),HSBC Global Investment Funds - Managed Solutions - Asia Focused Growth (AZN129),HSBC Investment Funds (Luxembourg) S.A.,28/12/2012,Offering Documents,No,AAU032,AZN129,https://apps.sfc.hk/productlistWeb/searchProduct/getDocListNoDate.do?lang=EN&ceref=AZN129&docType=OD,1.0,hsbc global investment funds - managed solutions - asia focused growth,stock,AZN129,0,0,0,0,0,0,0,AZN129,daily
BOCOM International Fund (AVH856),Global Strategic Emerging Markets Bond Fund (BAA194),BOCOM International Asset Management Limited,7/12/2012,Offering Documents,No,AVH856,BAA194,https://apps.sfc.hk/productlistWeb/searchProduct/getDocListNoDate.do?lang=EN&ceref=BAA194&docType=OD,1.0,global strategic emerging markets bond fund,bond,BAA194,5%,1%,0,1.25%,0.125%,0,0,BAA194,daily
JPMorgan Funds (ACS938),JPMorgan Funds - Brazil Equity Fund (AYQ248),JPMorgan Asset Management (Europe) S.a'r.l.,5/12/2012,Offering Documents,No,ACS938,AYQ248,https://apps.sfc.hk/productlistWeb/searchProduct/getDocListNoDate.do?lang=EN&ceref=AYQ248&docType=OD,1.0,jpmorgan funds - brazil equity fund,stock,AYQ248,5.0%,1.0%,0%,1.50%,0,0,0.3%,AYQ248,daily
JPMorgan Funds (ACS938),JPMorgan Funds - Emerging Markets Opportunities Fund (AYQ249),JPMorgan Asset Management (Europe) S.a'r.l.,5/12/2012,Offering Documents,No,ACS938,AYQ249,https://apps.sfc.hk/productlistWeb/searchProduct/getDocListNoDate.do?lang=EN&ceref=AYQ249&docType=OD,1.0,jpmorgan funds - emerging markets opportunities fund,other,AYQ249,5.0%,1.0%,0%,1.50%,0,0,0.3%,AYQ249,daily
Mirae Asset Global Discovery Fund (APW921),Mirae Asset Asia Great Consumer Equity Fund (AZZ104),FundRock Management Company S.A.,21/11/2012,Offering Documents,No,APW921,AZZ104,https://apps.sfc.hk/productlistWeb/searchProduct/getDocListNoDate.do?lang=EN&ceref=AZZ104&docType=OD,1.0,mirae asset asia great consumer equity fund,stock,AZZ104,5.25%,0,0,0.05%,0,0,0.04%,AZZ104,daily
Mirae Asset Global Discovery Fund (APW921),Mirae Asset Sustainable Asia Sector Leader Equity Fund (AZZ103),FundRock Management Company S.A.,21/11/2012,Offering Documents,No,APW921,AZZ103,https://apps.sfc.hk/productlistWeb/searchProduct/getDocListNoDate.do?lang=EN&ceref=AZZ103&docType=OD,1.0,mirae asset sustainable asia sector leader equity fund,stock,AZZ103,5.25%,0,0,0.05%,0,0,0.04%,AZZ103,daily
Eastspring Investments (APD368),Eastspring Investments - Asian High Yield Bond Fund (AYK754),Eastspring Investments (Luxembourg) S.A.,7/11/2012,Offering Documents,No,APD368,AYK754,https://apps.sfc.hk/productlistWeb/searchProduct/getDocListNoDate.do?lang=EN&ceref=AYK754&docType=OD,1.0,eastspring investments - asian high yield bond fund,bond,AYK754,3%,0,0,1.00%,0,0,0,AYK754,daily
China Universal International Series (AVR837),CUAM China-Hong Kong Strategy Fund (AZW731),China Universal Asset Management (Hong Kong) Company Limited,5/10/2012,Offering Documents,No,AVR837,AZW731,https://apps.sfc.hk/productlistWeb/searchProduct/getDocListNoDate.do?lang=EN&ceref=AZW731&docType=OD,1.0,cuam china-hong kong strategy fund,other,AZW731,5%,1%,0,3%,0.15%,0,0,AZW731,daily
Franklin Templeton Fund Series (AYW765),Templeton China Opportunities Fund (AYW767),Franklin Templeton Investments (Asia) Limited,18/9/2012,Offering Documents,No,AYW765,AYW767,https://apps.sfc.hk/productlistWeb/searchProduct/getDocListNoDate.do?lang=EN&ceref=AYW767&docType=OD,1.0,templeton china opportunities fund,other,AYW767,5.00%,0,0,1.25%,0.04%,0,0.20%,AYW767,daily
BEA Union Investment Capital Growth Fund (AFH769),BEA Union Investment Global Equity Fund (AXZ639),BEA Union Investment Management Limited,20/8/2012,Offering Documents,No,AFH769,AXZ639,https://apps.sfc.hk/productlistWeb/searchProduct/getDocListNoDate.do?lang=EN&ceref=AXZ639&docType=OD,1.0,bea union investment global equity fund,stock,AXZ639,5%,0,0.5%,1.75%,0.15%,0,0,AXZ639,daily
Aberdeen Standard SICAV I (AAN337),Aberdeen Standard SICAV I - Emerging Markets Corporate Bond Fund (AXR827),Abrdn Investments Luxembourg S.A.,19/7/2012,Offering Documents,No,AAN337,AXR827,https://apps.sfc.hk/productlistWeb/searchProduct/getDocListNoDate.do?lang=EN&ceref=AXR827&docType=OD,1.0,aberdeen standard sicav i - emerging markets corporate bond fund,bond,AXR827,5.0%,1%,0,1.50%,0,0,0.60%,AXR827,monthly
Aberdeen Standard SICAV I (AAN337),Aberdeen Standard SICAV I - North American Smaller Companies Fund (AXR826),Abrdn Investments Luxembourg S.A.,19/7/2012,Offering Documents,No,AAN337,AXR826,https://apps.sfc.hk/productlistWeb/searchProduct/getDocListNoDate.do?lang=EN&ceref=AXR826&docType=OD,1.0,aberdeen standard sicav i - north american smaller companies fund,other,AXR826,5.0%,1%,0,1.50%,0,0,0.60%,AXR826,daily
HSBC Global Investment Funds (AAU032),HSBC Global Investment Funds - Global High Yield Bond (AZI792),HSBC Investment Funds (Luxembourg) S.A.,26/6/2012,Offering Documents,No,AAU032,AZI792,https://apps.sfc.hk/productlistWeb/searchProduct/getDocListNoDate.do?lang=EN&ceref=AZI792&docType=OD,1.0,hsbc global investment funds - global high yield bond,bond,AZI792,0,0,0,0,0,0,0,AZI792,daily
Invesco Funds (AAV714),Invesco US High Yield Bond Fund (AZF212),INVESCO Management S.A.,12/6/2012,Offering Documents,No,AAV714,AZF212,https://apps.sfc.hk/productlistWeb/searchProduct/getDocListNoDate.do?lang=EN&ceref=AZF212&docType=OD,1.0,invesco us high yield bond fund,bond,AZF212,0,1.00%,0,1.25%,0,0,0,AZF212,daily
BOCHK Wealth Creation Series (AYX421),BOCHK All Weather Global Opportunities Fund (AYX423),BOCHK Asset Management Limited,8/6/2012,Offering Documents,No,AYX421,AYX423,https://apps.sfc.hk/productlistWeb/searchProduct/getDocListNoDate.do?lang=EN&ceref=AYX423&docType=OD,1.0,bochk all weather global opportunities fund,other,AYX423,5.25%,5.25%,0,1.25%,0.125%,0,0,AYX423,daily
Matthews Asia Funds (AXK085),Matthews Asia Funds - Asia Dividend Fund (AXK088),Carne Global Fund Managers (Luxembourg) S.A.,27/4/2012,Offering Documents,No,AXK085,AXK088,https://apps.sfc.hk/productlistWeb/searchProduct/getDocListNoDate.do?lang=EN&ceref=AXK088&docType=OD,1.0,matthews asia funds - asia dividend fund,other,AXK088,5%,1%,0,0.02%,0,0,0.5%,AXK088,daily
Matthews Asia Funds (AXK085),Matthews Asia Funds - China Fund (AXK087),Carne Global Fund Managers (Luxembourg) S.A.,27/4/2012,Offering Documents,No,AXK085,AXK087,https://apps.sfc.hk/productlistWeb/searchProduct/getDocListNoDate.do?lang=EN&ceref=AXK087&docType=OD,1.0,matthews asia funds - china fund,other,AXK087,5%,1%,0,0.02%,0,0,0.5%,AXK087,daily
Matthews Asia Funds (AXK085),Matthews Asia Funds - India Fund (AXK089),Carne Global Fund Managers (Luxembourg) S.A.,27/4/2012,Offering Documents,No,AXK085,AXK089,https://apps.sfc.hk/productlistWeb/searchProduct/getDocListNoDate.do?lang=EN&ceref=AXK089&docType=OD,1.0,matthews asia funds - india fund,other,AXK089,5%,1%,0,0.02%,0,0,0.5%,AXK089,daily
Matthews Asia Funds (AXK085),Matthews Asia Funds - Pacific Tiger Fund (AXK086),Carne Global Fund Managers (Luxembourg) S.A.,27/4/2012,Offering Documents,No,AXK085,AXK086,https://apps.sfc.hk/productlistWeb/searchProduct/getDocListNoDate.do?lang=EN&ceref=AXK086&docType=OD,1.0,matthews asia funds - pacific tiger fund,other,AXK086,5%,1%,0,0.02%,0,0,0.5%,AXK086,daily
HSBC Global Investment Funds (AAU032),HSBC Global Investment Funds - Managed Solutions - Asia Focused Income (AYY012),HSBC Investment Funds (Luxembourg) S.A.,11/4/2012,Offering Documents,No,AAU032,AYY012,https://apps.sfc.hk/productlistWeb/searchProduct/getDocListNoDate.do?lang=EN&ceref=AYY012&docType=OD,1.0,hsbc global investment funds - managed solutions - asia focused income,bond,AYY012,0,0,0,0,0,0,0,AYY012,daily
BEA Union Investment Series (AHE623),BEA Union Investment Asia Pacific Multi Income Fund (AYM184),BEA Union Investment Management Limited,20/3/2012,Offering Documents,No,AHE623,AYM184,https://apps.sfc.hk/productlistWeb/searchProduct/getDocListNoDate.do?lang=EN&ceref=AYM184&docType=OD,1.0,bea union investment asia pacific multi income fund,bond,AYM184,5%,2.0%,0.5%,1.4%,0.15%,0,0,AYM184,daily
First Sentier Investors Global Umbrella Fund plc (AER758),Stewart Investors Worldwide Equity Fund (AWY818),Board of Director - First Sentier Investors Global Umbrella Fund plc,28/2/2012,Offering Documents,No,AER758,AWY818,https://apps.sfc.hk/productlistWeb/searchProduct/getDocListNoDate.do?lang=EN&ceref=AWY818&docType=OD,1.0,stewart investors worldwide equity fund,stock,AWY818,5%,1%,0,3%,0,0,0.0485%,AWY818,daily
Schroder International Selection Fund (AEU509),Frontier Markets Equity (AWX043),Schroder Investment Management (Europe) S.A.,24/2/2012,Offering Documents,No,AEU509,AWX043,https://apps.sfc.hk/productlistWeb/searchProduct/getDocListNoDate.do?lang=EN&ceref=AWX043&docType=OD,1.0,frontier markets equity,stock,AWX043,5.00%,1.00%,0,1.50%,0,0,0.25%,AWX043,daily
Allianz Global Investors Fund (AOY394),Allianz Flexi Asia Bond (AYK107),Allianz Global Investors GmbH,16/2/2012,Offering Documents,No,AOY394,AYK107,https://apps.sfc.hk/productlistWeb/searchProduct/getDocListNoDate.do?lang=EN&ceref=AYK107&docType=OD,1.0,allianz flexi asia bond,bond,AYK107,5%,5%,0,1.50%,0,0,0,AYK107,daily
BOCHK Investment Funds (AGW589),BOCHK RMB Fixed Income Fund (AXQ423),BOCI-Prudential Asset Management Limited,14/2/2012,Offering Documents,No,AGW589,AXQ423,https://apps.sfc.hk/productlistWeb/searchProduct/getDocListNoDate.do?lang=EN&ceref=AXQ423&docType=OD,1.0,bochk rmb fixed income fund,bond,AXQ423,0,0,0,2%,0.125%,0,0,AXQ423,daily
Fidelity Funds (AAV264),Fidelity Funds - Asian Smaller Companies Fund (AYC376),FIL Investment Management (Luxembourg) S.A.,3/2/2012,Offering Documents,No,AAV264,AYC376,https://apps.sfc.hk/productlistWeb/searchProduct/getDocListNoDate.do?lang=EN&ceref=AYC376&docType=OD,1.0,fidelity funds - asian smaller companies fund,other,AYC376,5.25%,1%,0,1.50%,0,0,0.35%,AYC376,daily
Allianz Global Investors Fund (AOY394),Allianz Global Metals and Mining (AWT555),Allianz Global Investors GmbH,1/2/2012,Offering Documents,No,AOY394,AWT555,https://apps.sfc.hk/productlistWeb/searchProduct/getDocListNoDate.do?lang=EN&ceref=AWT555&docType=OD,1.0,allianz global metals and mining,other,AWT555,5%,5%,0,1.80%,0,0,0,AWT555,daily
Pictet (AOY988),Pictet - Global Environmental Opportunities (AWT552),Pictet Asset Management (Europe) S.A.,26/1/2012,Offering Documents,No,AOY988,AWT552,https://apps.sfc.hk/productlistWeb/searchProduct/getDocListNoDate.do?lang=EN&ceref=AWT552&docType=OD,1.0,pictet - global environmental opportunities,other,AWT552,5.0%,2.0%,3.0%,1.6%,0,0,0.29%,AWT552,daily
